timeStamp, Validity, SampleInclusion, TargetId, CameraPosition.X, CameraPosition.Y, CameraPosition.Z, LocalGazeOrigin.X, LocalGazeOrigin.Y, LocalGazeOrigin.Z, LocalGazeDirection.X, LocalGazeDirection.Y, LocalGazeDirection.Z, WorldGazeOrigin.X, WorldGazeOrigin.Y, WorldGazeOrigin.Z, WorldGazeDirection.X, WorldGazeDirection.Y, WorldGazeDirection.Z, WorldGazeDistance, LocalMarkerPosition.X, LocalMarkerPosition.Y, LocalMarkerPosition.Z, WorldMarkerPosition.X, WorldMarkerPosition.Y, WorldMarkerPosition.Z, OffsetAngle, InterSampleAngle
0, Invalid, Excluded, 1, -0.333216, 1.044272, -0.354648, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, 0.106135, 1.114812, 0.540894, 0, 0
0, Invalid, Excluded, 1, -0.333362, 1.044297, -0.354604, -0.368185, 1.044720, -0.360007, 0.000000, 0.000000, 0.000000, -0.368185, 1.044720, -0.360007, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, 0.105475, 1.115228, 0.541159, 0, 0
0, Valid, Excluded, 1, -0.333511, 1.044366, -0.354614, -0.366403, 1.044834, -0.361092, 0.391129, 0.014810, 0.920215, -0.366403, 1.044834, -0.361092, 0.391129, 0.014810, 0.920215, 0, 0.000000, 0.000000, 1.000000, 0.104724, 1.115750, 0.541407, 5.5126, 0
0, Valid, Excluded, 1, -0.333669, 1.044438, -0.354623, -0.337523, 1.045746, -0.377465, 0.424814, 0.014461, 0.905163, -0.337523, 1.045746, -0.377465, 0.424814, 0.014461, 0.905163, 0, 0.000000, 0.000000, 1.000000, 0.104038, 1.116094, 0.541635, 3.160874, 2.114148
0, Invalid, Excluded, 1, -0.333771, 1.044463, -0.354608, -0.338701, 1.045774, -0.376898, 0.000000, 0.000000, 0.000000, -0.338701, 1.045774, -0.376898, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, 0.103461, 1.116812, 0.541826, 0, 0
0, Valid, Excluded, 1, -0.333891, 1.044523, -0.354660, -0.339362, 1.045825, -0.376626, 0.422956, 0.013548, 0.906048, -0.339362, 1.045825, -0.376626, 0.422956, 0.013548, 0.906048, 0, 0.000000, 0.000000, 1.000000, 0.102864, 1.117204, 0.541980, 3.300018, 0
0, Valid, Excluded, 1, -0.333976, 1.044561, -0.354675, -0.340216, 1.045812, -0.376182, 0.422199, 0.012686, 0.906403, -0.340216, 1.045812, -0.376182, 0.422199, 0.012686, 0.906403, 0, 0.000000, 0.000000, 1.000000, 0.102423, 1.117695, 0.542101, 3.392576, 0.0656106
0, Invalid, Excluded, 1, -0.334061, 1.044581, -0.354687, -0.340631, 1.045854, -0.376065, 0.000000, 0.000000, 0.000000, -0.340631, 1.045854, -0.376065, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, 0.102102, 1.118197, 0.542165, 0, 0
0, Valid, Excluded, 1, -0.334057, 1.044662, -0.354695, -0.340822, 1.045874, -0.376018, 0.423410, 0.012967, 0.905843, -0.340822, 1.045874, -0.376018, 0.423410, 0.012967, 0.905843, 0, 0.000000, 0.000000, 1.000000, 0.101892, 1.118485, 0.542244, 3.401222, 0
0, Invalid, Excluded, 1, -0.334102, 1.044659, -0.354705, -0.339077, 1.045935, -0.377110, 0.000000, 0.000000, 0.000000, -0.339077, 1.045935, -0.377110, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, 0.101667, 1.119046, 0.542274, 0, 0
0, Invalid, Excluded, 1, -0.334079, 1.044663, -0.354742, -0.334793, 1.046126, -0.379504, 0.000000, 0.000000, 0.000000, -0.334793, 1.046126, -0.379504, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, 0.101547, 1.119380, 0.542280, 0, 0
