timeStamp, Validity, SampleInclusion, TargetId, CameraPosition.X, CameraPosition.Y, CameraPosition.Z, LocalGazeOrigin.X, LocalGazeOrigin.Y, LocalGazeOrigin.Z, LocalGazeDirection.X, LocalGazeDirection.Y, LocalGazeDirection.Z, WorldGazeOrigin.X, WorldGazeOrigin.Y, WorldGazeOrigin.Z, WorldGazeDirection.X, WorldGazeDirection.Y, WorldGazeDirection.Z, WorldGazeDistance, LocalMarkerPosition.X, LocalMarkerPosition.Y, LocalMarkerPosition.Z, WorldMarkerPosition.X, WorldMarkerPosition.Y, WorldMarkerPosition.Z, OffsetAngle, InterSampleAngle
0, Invalid, Excluded, 1, -0.304020, 1.034620, -0.296205, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, 0.152389, 1.140868, 0.587199, 0, 0
0, Valid, Excluded, 1, -0.304137, 1.034716, -0.296522, -0.336210, 1.033618, -0.303225, 0.463402, -0.043608, 0.885072, -0.336210, 1.033618, -0.303225, 0.463402, -0.043608, 0.885072, 0, 0.000000, 0.000000, 1.000000, 0.152871, 1.138551, 0.586859, 8.476743, 0
0, Valid, Excluded, 1, -0.304288, 1.034882, -0.296880, -0.332056, 1.033848, -0.305959, 0.465348, -0.047112, 0.883861, -0.332056, 1.033848, -0.305959, 0.465348, -0.047112, 0.883861, 0, 0.000000, 0.000000, 1.000000, 0.153073, 1.136120, 0.586620, 8.48295, 0.2398483
0, Valid, Excluded, 1, -0.304398, 1.035133, -0.297279, -0.334566, 1.033925, -0.304861, 0.465261, -0.048472, 0.883834, -0.334566, 1.033925, -0.304861, 0.465261, -0.048472, 0.883834, 0, 0.000000, 0.000000, 1.000000, 0.153349, 1.133973, 0.586293, 8.454519, 0.07661668
0, Valid, Excluded, 1, -0.304568, 1.035325, -0.297678, -0.322272, 1.034503, -0.312516, 0.467818, -0.055387, 0.882079, -0.322272, 1.034503, -0.312516, 0.467818, -0.055387, 0.882079, 0, 0.000000, 0.000000, 1.000000, 0.153352, 1.131952, 0.586049, 8.650334, 0.4343124
0, Valid, Excluded, 1, -0.304717, 1.035584, -0.298130, -0.317706, 1.034941, -0.315665, 0.468717, -0.058376, 0.881400, -0.317706, 1.034941, -0.315665, 0.468717, -0.058376, 0.881400, 0, 0.000000, 0.000000, 1.000000, 0.153555, 1.129701, 0.585685, 8.678513, 0.1823843
0, Valid, Excluded, 1, -0.304853, 1.035906, -0.298547, -0.316810, 1.035217, -0.316699, 0.468375, -0.060104, 0.881477, -0.316810, 1.035217, -0.316699, 0.468375, -0.060104, 0.881477, 0, 0.000000, 0.000000, 1.000000, 0.153614, 1.127900, 0.585391, 8.662292, 0.1008706
0, Valid, Excluded, 1, -0.305074, 1.036240, -0.299039, -0.315801, 1.035569, -0.317870, 0.469824, -0.061634, 0.880599, -0.315801, 1.035569, -0.317870, 0.469824, -0.061634, 0.880599, 0, 0.000000, 0.000000, 1.000000, 0.153561, 1.126058, 0.585035, 8.637041, 0.1297215
0, Valid, Excluded, 1, -0.305219, 1.036628, -0.299484, -0.316266, 1.035930, -0.318093, 0.469172, -0.062073, 0.880920, -0.316266, 1.035930, -0.318093, 0.469172, -0.062073, 0.880920, 0, 0.000000, 0.000000, 1.000000, 0.153423, 1.124380, 0.584794, 8.543804, 0.04845664
0, Valid, Excluded, 1, -0.305420, 1.036931, -0.300025, -0.317730, 1.036286, -0.317853, 0.467626, -0.058424, 0.881992, -0.317730, 1.036286, -0.317853, 0.467626, -0.058424, 0.881992, 0, 0.000000, 0.000000, 1.000000, 0.153086, 1.122731, 0.584515, 8.21272, 0.235734
0, Valid, Excluded, 1, -0.305763, 1.037211, -0.300593, -0.316674, 1.036791, -0.319032, 0.468004, -0.060115, 0.881672, -0.316674, 1.036791, -0.319032, 0.468004, -0.060115, 0.881672, 0, 0.000000, 0.000000, 1.000000, 0.152524, 1.121344, 0.584221, 8.210877, 0.1008706
0, Valid, Excluded, 1, -0.306038, 1.037546, -0.301074, -0.315339, 1.037192, -0.320481, 0.468398, -0.060423, 0.881434, -0.315339, 1.037192, -0.320481, 0.468398, -0.060423, 0.881434, 0, 0.000000, 0.000000, 1.000000, 0.151897, 1.120156, 0.584065, 8.150253, 0.02797646
0, Valid, Excluded, 1, -0.306390, 1.037857, -0.301624, -0.314436, 1.037556, -0.321780, 0.468122, -0.063326, 0.881376, -0.314436, 1.037556, -0.321780, 0.468122, -0.063326, 0.881376, 0, 0.000000, 0.000000, 1.000000, 0.151004, 1.119235, 0.583909, 8.253191, 0.166689
0, Valid, Excluded, 1, -0.306699, 1.038210, -0.302169, -0.312163, 1.038025, -0.323760, 0.468834, -0.059310, 0.881282, -0.312163, 1.038025, -0.323760, 0.468834, -0.059310, 0.881282, 0, 0.000000, 0.000000, 1.000000, 0.150310, 1.118481, 0.583664, 7.980721, 0.234068
0, Valid, Excluded, 1, -0.306979, 1.038584, -0.302668, -0.313355, 1.038351, -0.323832, 0.468082, -0.058790, 0.881710, -0.313355, 1.038351, -0.323832, 0.468082, -0.058790, 0.881710, 0, 0.000000, 0.000000, 1.000000, 0.149557, 1.117796, 0.583504, 7.885431, 0.05595291
0, Valid, Excluded, 1, -0.307244, 1.038939, -0.303211, -0.315522, 1.038690, -0.323292, 0.467596, -0.059991, 0.881902, -0.315522, 1.038690, -0.323292, 0.467596, -0.059991, 0.881902, 0, 0.000000, 0.000000, 1.000000, 0.148794, 1.117192, 0.583302, 7.888419, 0.07401875
0, Valid, Excluded, 1, -0.307628, 1.039267, -0.303819, -0.317970, 1.039047, -0.322523, 0.466862, -0.058731, 0.882369, -0.317970, 1.039047, -0.322523, 0.466862, -0.058731, 0.882369, 0, 0.000000, 0.000000, 1.000000, 0.148048, 1.116750, 0.582948, 7.757574, 0.08622923
0, Valid, Excluded, 1, -0.307938, 1.039589, -0.304378, -0.329389, 1.039186, -0.316464, 0.466875, -0.039919, 0.883418, -0.329389, 1.039186, -0.316464, 0.466875, -0.039919, 0.883418, 0, 0.000000, 0.000000, 1.000000, 0.147488, 1.116280, 0.582586, 6.620484, 1.079559
0, Valid, Excluded, 1, -0.308318, 1.039897, -0.304946, -0.313218, 1.040063, -0.326674, 0.443293, -0.019248, 0.896162, -0.313218, 1.040063, -0.326674, 0.443293, -0.019248, 0.896162, 0, 0.000000, 0.000000, 1.000000, 0.146644, 1.116271, 0.582284, 5.405916, 1.939569
0, Valid, Excluded, 1, -0.308703, 1.040201, -0.305516, -0.289135, 1.041449, -0.341885, 0.445680, 0.033669, 0.894553, -0.289135, 1.041449, -0.341885, 0.445680, 0.033669, 0.894553, 0, 0.000000, 0.000000, 1.000000, 0.145668, 1.116479, 0.582025, 2.60827, 3.036736
0, Valid, Excluded, 1, -0.309052, 1.040508, -0.306096, -0.290826, 1.041890, -0.341806, 0.460869, 0.072179, 0.884528, -0.290826, 1.041890, -0.341806, 0.460869, 0.072179, 0.884528, 0, 0.000000, 0.000000, 1.000000, 0.144760, 1.116615, 0.581745, 2.264945, 2.440639
