timeStamp, Validity, SampleInclusion, TargetId, CameraPosition.X, CameraPosition.Y, CameraPosition.Z, LocalGazeOrigin.X, LocalGazeOrigin.Y, LocalGazeOrigin.Z, LocalGazeDirection.X, LocalGazeDirection.Y, LocalGazeDirection.Z, WorldGazeOrigin.X, WorldGazeOrigin.Y, WorldGazeOrigin.Z, WorldGazeDirection.X, WorldGazeDirection.Y, WorldGazeDirection.Z, WorldGazeDistance, LocalMarkerPosition.X, LocalMarkerPosition.Y, LocalMarkerPosition.Z, WorldMarkerPosition.X, WorldMarkerPosition.Y, WorldMarkerPosition.Z, OffsetAngle, InterSampleAngle
0, Invalid, Excluded, 1, -0.367927, 1.142106, -0.210800, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, -0.210151, 1.193102, 0.775357, 0, 0
0, Valid, Excluded, 1, -0.368112, 1.142214, -0.210956, -0.385064, 1.144121, -0.235166, 0.139127, -0.137260, 0.980708, -0.385064, 1.144121, -0.235166, 0.139127, -0.137260, 0.980708, 0, 0.000000, 0.000000, 1.000000, -0.210367, 1.194097, 0.775160, 10.81931, 0
0, Valid, Excluded, 1, -0.368107, 1.142280, -0.211041, -0.400232, 1.144046, -0.232273, 0.109161, -0.074241, 0.991239, -0.400232, 1.144046, -0.232273, 0.109161, -0.074241, 0.991239, 0, 0.000000, 0.000000, 1.000000, -0.210386, 1.195057, 0.775031, 8.350989, 4.044284
0, Valid, Excluded, 1, -0.368124, 1.142360, -0.211127, -0.400444, 1.144047, -0.232252, 0.148772, -0.045514, 0.987819, -0.400444, 1.144047, -0.232252, 0.148772, -0.045514, 0.987819, 0, 0.000000, 0.000000, 1.000000, -0.210301, 1.195766, 0.774895, 5.894051, 2.810628
0, Valid, Excluded, 1, -0.368182, 1.142363, -0.211214, -0.400431, 1.144091, -0.232331, 0.059865, 0.004920, 0.998181, -0.400431, 1.144091, -0.232331, 0.059865, 0.004920, 0.998181, 0, 0.000000, 0.000000, 1.000000, -0.210375, 1.196368, 0.774779, 7.716147, 5.889226
0, Valid, Excluded, 1, -0.368186, 1.142407, -0.211287, -0.400347, 1.144159, -0.232414, 0.107673, -0.086732, 0.990392, -0.400347, 1.144159, -0.232414, 0.107673, -0.086732, 0.990392, 0, 0.000000, 0.000000, 1.000000, -0.210283, 1.196834, 0.774667, 9.096776, 5.942276
0, Valid, Excluded, 1, -0.367987, 1.142496, -0.211240, -0.398154, 1.144170, -0.232935, 0.148043, -0.043010, 0.988034, -0.398154, 1.144170, -0.232935, 0.148043, -0.043010, 0.988034, 0, 0.000000, 0.000000, 1.000000, -0.209967, 1.197204, 0.774680, 5.803397, 3.412829
0, Valid, Excluded, 1, -0.367986, 1.142517, -0.211307, -0.388214, 1.144331, -0.234922, 0.072676, -0.052379, 0.995977, -0.388214, 1.144331, -0.234922, 0.072676, -0.052379, 0.995977, 0, 0.000000, 0.000000, 1.000000, -0.209829, 1.197314, 0.774586, 8.348496, 4.376317
0, Valid, Excluded, 1, -0.367806, 1.142564, -0.211357, -0.371875, 1.144594, -0.237880, 0.188369, -0.089971, 0.977964, -0.371875, 1.144594, -0.237880, 0.188369, -0.089971, 0.977964, 0, 0.000000, 0.000000, 1.000000, -0.209494, 1.197332, 0.774512, 8.301322, 7.05035
0, Valid, Excluded, 1, -0.367718, 1.142591, -0.211384, -0.390633, 1.144397, -0.234377, 0.038907, -0.033300, 0.998674, -0.390633, 1.144397, -0.234377, 0.038907, -0.033300, 0.998674, 0, 0.000000, 0.000000, 1.000000, -0.209120, 1.197437, 0.774435, 9.337131, 9.245138
