timeStamp, Validity, SampleInclusion, TargetId, CameraPosition.X, CameraPosition.Y, CameraPosition.Z, LocalGazeOrigin.X, LocalGazeOrigin.Y, LocalGazeOrigin.Z, LocalGazeDirection.X, LocalGazeDirection.Y, LocalGazeDirection.Z, WorldGazeOrigin.X, WorldGazeOrigin.Y, WorldGazeOrigin.Z, WorldGazeDirection.X, WorldGazeDirection.Y, WorldGazeDirection.Z, WorldGazeDistance, LocalMarkerPosition.X, LocalMarkerPosition.Y, LocalMarkerPosition.Z, WorldMarkerPosition.X, WorldMarkerPosition.Y, WorldMarkerPosition.Z, OffsetAngle, InterSampleAngle
0, Invalid, Excluded, 1, -0.365348, 1.135171, -0.195130, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0, 0.000000, 0.000000, 1.000000, -0.136841, 1.150638, 0.778290, 0, 0
0, Valid, Excluded, 1, -0.365357, 1.135125, -0.195076, -0.399073, 1.138425, -0.213336, 0.296590, -0.035692, 0.954330, -0.399073, 1.138425, -0.213336, 0.296590, -0.035692, 0.954330, 0, 0.000000, 0.000000, 1.000000, -0.137055, 1.150333, 0.778395, 3.663457, 0
0, Valid, Excluded, 1, -0.365368, 1.135094, -0.195009, -0.399098, 1.138393, -0.213230, 0.296194, -0.037009, 0.954397, -0.399098, 1.138393, -0.213230, 0.296194, -0.037009, 0.954397, 0, 0.000000, 0.000000, 1.000000, -0.137327, 1.150072, 0.778528, 3.70396, 0.07912937
0, Valid, Excluded, 1, -0.365427, 1.134992, -0.194978, -0.399100, 1.138357, -0.213176, 0.296459, -0.037765, 0.954287, -0.399100, 1.138357, -0.213176, 0.296459, -0.037765, 0.954287, 0, 0.000000, 0.000000, 1.000000, -0.137612, 1.149986, 0.778611, 3.755619, 0.04423466
0, Valid, Excluded, 1, -0.365427, 1.134992, -0.194978, -0.361396, 1.138251, -0.222078, 0.265628, -0.031320, 0.963551, -0.361396, 1.138251, -0.222078, 0.265628, -0.031320, 0.963551, 0, 0.000000, 0.000000, 1.000000, -0.137612, 1.149986, 0.778611, 3.725572, 1.881176
0, Valid, Excluded, 1, -0.365519, 1.134952, -0.194869, -0.360545, 1.138145, -0.222259, 0.264498, -0.031061, 0.963874, -0.360545, 1.138145, -0.222259, 0.264498, -0.031061, 0.963874, 0, 0.000000, 0.000000, 1.000000, -0.138204, 1.149777, 0.778840, 3.724416, 0.07132626
0, Valid, Excluded, 1, -0.365525, 1.134944, -0.194843, -0.360545, 1.138145, -0.222259, 0.264498, -0.031061, 0.963874, -0.360545, 1.138145, -0.222259, 0.264498, -0.031061, 0.963874, 0, 0.000000, 0.000000, 1.000000, -0.138455, 1.149480, 0.778927, 3.724783, 0
0, Valid, Excluded, 1, -0.365642, 1.135019, -0.194783, -0.360581, 1.138109, -0.222155, 0.263645, -0.032129, 0.964070, -0.360581, 1.138109, -0.222155, 0.263645, -0.032129, 0.964070, 0, 0.000000, 0.000000, 1.000000, -0.138513, 1.149226, 0.778978, 3.719418, 0.07912937
0, Valid, Excluded, 1, -0.365670, 1.135030, -0.194764, -0.361230, 1.138112, -0.221966, 0.263741, -0.033284, 0.964014, -0.361230, 1.138112, -0.221966, 0.263741, -0.033284, 0.964014, 0, 0.000000, 0.000000, 1.000000, -0.138506, 1.149120, 0.778991, 3.736069, 0.0656106
0, Valid, Excluded, 1, -0.365698, 1.135039, -0.194793, -0.361529, 1.138193, -0.221863, 0.263707, -0.033637, 0.964000, -0.361529, 1.138193, -0.221863, 0.263707, -0.033637, 0.964000, 0, 0.000000, 0.000000, 1.000000, -0.138322, 1.148852, 0.778916, 3.714413, 0.01978234
